# RaceVideoToLog v2.7.2
# video_hash=da1e455f100f50a2, video=test5.mp4, fps=59.767, codec=h264
# roi=843,993,948,1025, format=km/h, frame_start=362, frame_end=7585
# max_speed=400.0, max_accel=40.0, div=1, target_h=48, max_width=72, pad=0, buffer=16
# backend=CPU, model=v6_small, video_backend=decord/GPU
# stats: total=7223, trusted=7111, corrected=41
# timing: ocr=34.3s, decode=14.1s, inference=33.8s, correction=2.5s
1652,893.61,70,21
1653,893.93,70,21
1654,894.26,70,21
1655,894.58,70,21
1656,894.91,70,21
1657,895.24,70,21
1658,895.56,70,21
1659,895.89,70,21
1660,896.21,70,21
1661,896.54,71,21
1662,896.87,70,21
1663,897.19,70,21
1664,897.52,70,21
1665,897.84,70,21
1666,898.17,70,21
1667,898.49,70,21
1668,898.82,70,21
1669,899.14,70,21
1670,899.47,70,21
1671,899.79,69,21
1672,900.11,69,21
1673,900.43,69,21
1674,900.75,69,21
1675,901.08,69,21
1676,901.40,69,21
1677,901.72,69,21
1678,902.04,69,21
1679,902.36,69,21
1680,902.68,70,21
1681,903.01,70,21
1682,903.33,70,21
1683,903.66,70,21
1684,903.98,71,21
1685,904.31,71,21
1686,904.64,71,21
1687,904.97,71,21
1688,905.30,71,21
1689,905.64,72,21
1690,905.97,72,21
1691,906.31,72,21
1692,906.64,72,21
1693,906.98,73,21
1694,907.32,73,21
1695,907.66,73,21
1696,908.00,73,21
1697,908.34,74,21
1698,908.68,74,21
1699,909.02,74,21
1700,909.37,75,21
1701,909.72,75,21
1702,910.07,75,21
1703,910.42,75,21
1704,910.77,76,21
1705,911.12,76,21
1706,911.47,76,21
1707,911.83,77,21
1708,912.19,77,21
1709,912.55,77,21
1710,912.90,77,21
1711,913.26,78,21
1712,913.63,78,21
1713,913.99,78,21
1714,914.35,78,21
1715,914.72,79,21
1716,915.08,79,21
1717,915.45,79,21
1718,915.82,80,21
1719,916.19,80,21
1720,916.56,80,21
1721,916.94,80,21
1722,917.31,81,21
1723,917.69,81,21
1724,918.06,81,21
1725,918.44,82,21
1726,918.82,82,21
1727,919.21,83,21
1728,919.59,83,21
1729,919.98,83,21
1730,920.36,83,21
1731,920.75,84,21
1732,921.14,84,21
1733,921.53,84,21
1734,921.92,85,21
1735,922.32,85,21
1736,922.72,86,21
1737,923.12,86,21
1738,923.52,86,21
1739,923.92,86,21
1740,924.32,87,21
1741,924.72,87,21
1742,925.13,88,21
1743,925.54,88,21
1744,925.95,88,21
1745,926.36,89,21
1746,926.77,89,21
1747,927.19,90,21
1748,927.61,90,21
1749,928.02,90,21
1750,928.44,90,21
1751,928.86,91,21
1752,929.29,92,21
1753,929.72,92,21
1754,930.14,92,21
1755,930.57,92,21
1756,931.00,93,21
1757,931.43,93,21
1758,931.87,94,21
1759,932.30,94,21
1760,932.74,94,21
1761,933.18,95,21
1762,933.62,95,21
1763,934.07,96,21
1764,934.51,96,21
1765,934.96,97,21
1766,935.41,97,21
1767,935.86,97,21
1768,936.31,97,21
1769,936.77,98,21
1770,937.22,99,21
1771,937.68,99,21
1772,938.14,99,21
1773,938.60,99,21
1774,939.07,100,21
1775,939.53,100,21
1776,940.00,101,21
1777,940.47,101,21
1778,940.94,102,21
1779,941.42,103,21
1780,941.90,103,21
1781,942.37,103,21
1782,942.85,103,21
1783,943.33,104,21
1784,943.82,104,21
1785,944.30,105,21
1786,944.79,105,21
1787,945.28,106,21
1788,945.78,107,21
1789,946.27,107,21
1790,946.77,107,21
1791,947.27,107,21
1792,947.77,108,21
1793,948.27,108,21
1794,948.77,109,21
1795,949.28,109,21
1796,949.79,110,21
1797,950.30,110,21
1798,950.81,110,21
1799,951.33,111,21
1800,951.84,111,21
1801,952.36,112,21
1802,952.88,112,21
1803,953.40,113,21
1804,953.93,113,21
1805,954.46,114,21
1806,954.99,114,21
1807,955.52,115,21
1808,956.05,115,21
1809,956.59,116,21
1810,957.13,116,21
1811,957.67,117,21
1812,958.21,117,21
1813,958.76,118,21
1814,959.31,118,21
1815,959.86,118,21
1816,960.41,119,21
1817,960.96,119,21
1818,961.52,120,21
1819,962.07,120,21
1820,962.63,121,21
1821,963.20,121,21
1822,963.76,122,21
1823,964.33,122,21
1824,964.89,122,21
1825,965.46,123,21
1826,966.04,123,21
1827,966.61,124,21
1828,967.19,124,21
1829,967.76,124,21
1830,968.34,124,21
1831,968.92,125,21
1832,969.50,126,21
1833,970.09,126,21
1834,970.67,127,21
1835,971.26,127,21
1836,971.86,128,21
1837,972.45,128,21
1838,973.05,128,21
1839,973.64,128,21
1840,974.24,129,21
1841,974.84,130,21
1842,975.44,130,21
1843,976.05,131,21
1844,976.66,131,21
1845,977.27,131,21
1846,977.88,131,21
1847,978.49,132,21
1848,979.10,132,21
1849,979.72,133,21
1850,980.34,133,21
1851,980.95,133,21
1852,981.57,134,21
1853,982.20,134,21
1854,982.82,135,21
1855,983.45,135,21
1856,984.08,135,21
1857,984.70,135,21
1858,985.33,136,21
1859,985.97,137,21
1860,986.61,137,21
1861,987.24,138,21
1862,987.89,138,21
1863,988.53,138,21
1864,989.17,138,21
1865,989.81,139,21
1866,990.46,139,21
1867,991.11,140,21
1868,991.76,141,21
1869,992.42,141,21
1870,993.07,141,21
1871,993.73,141,21
1872,994.38,142,21
1873,995.04,142,21
1874,995.70,142,21
1875,996.36,142,21
1876,997.02,142,21
1877,997.69,143,21
1878,998.35,143,21
1879,999.02,144,21
1880,999.69,144,21
1881,1000.36,144,21
1882,1001.02,144,21
1883,1001.70,145,21
1884,1002.37,145,21
1885,1003.05,146,21
1886,1003.73,146,21
1887,1004.40,146,21
1888,1005.08,147,21
1889,1005.77,147,21
1890,1006.45,148,21
1891,1007.14,148,21
1892,1007.83,149,21
1893,1008.52,149,21
1894,1009.22,150,21
1895,1009.92,150,21
1896,1010.61,150,21
1897,1011.31,151,21
1898,1012.01,151,21
1899,1012.72,152,21
1900,1013.42,152,21
1901,1014.13,153,21
1902,1014.84,153,21
1903,1015.56,154,21
1904,1016.28,155,21
1905,1017.00,155,21
1906,1017.72,155,21
1907,1018.44,155,21
1908,1019.16,156,21
1909,1019.88,156,21
1910,1020.61,157,21
1911,1021.34,157,21
1912,1022.07,158,21
1913,1022.81,159,21
1914,1023.55,159,21
1915,1024.29,160,21
1916,1025.03,160,21
1917,1025.78,161,21
1918,1026.53,161,21
1919,1027.28,162,21
1920,1028.03,162,21
1921,1028.79,163,21
1922,1029.55,163,21
1923,1030.30,163,21
1924,1031.06,164,21
1925,1031.82,164,21
1926,1032.59,165,21
1927,1033.36,165,21
1928,1034.13,166,21
1929,1034.90,166,21
1930,1035.67,167,21
1931,1036.45,168,21
1932,1037.23,168,21
1933,1038.01,169,21
1934,1038.80,169,21
1935,1039.59,170,21
1936,1040.38,170,21
1937,1041.17,170,21
1938,1041.96,170,21
1939,1042.75,171,21
1940,1043.55,172,21
1941,1044.35,172,21
1942,1045.14,172,21
1943,1045.94,172,21
1944,1046.75,173,21
1945,1047.55,173,21
1946,1048.36,174,21
1947,1049.17,174,21
1948,1049.98,175,21
1949,1050.79,176,21
1950,1051.61,176,21
1951,1052.43,176,21
1952,1053.25,176,21
1953,1054.07,177,21
1954,1054.89,177,21
1955,1055.71,178,21
1956,1056.54,178,21
1957,1057.37,178,21
1958,1058.20,179,21
1959,1059.03,179,21
1960,1059.86,180,21
1961,1060.70,180,21
1962,1061.54,181,21
1963,1062.38,181,21
1964,1063.22,182,21
1965,1064.07,182,21
1966,1064.92,183,21
1967,1065.77,184,21
1968,1066.63,184,21
1969,1067.48,185,21
1970,1068.34,185,21
1971,1069.21,186,21
1972,1070.07,186,21
1973,1070.94,187,21
1974,1071.81,187,21
1975,1072.68,188,21
1976,1073.55,189,21
1977,1074.43,189,21
1978,1075.31,190,21
1979,1076.20,190,21
1980,1077.08,191,21
1981,1077.97,191,21
1982,1078.86,191,21
1983,1079.74,191,21
1984,1080.63,192,21
1985,1081.53,193,21
1986,1082.43,193,21
1987,1083.33,194,21
1988,1084.23,194,21
1989,1085.13,195,21
1990,1086.04,195,21
1991,1086.95,196,21
1992,1087.86,196,21
1993,1088.77,197,21
1994,1089.69,198,21
1995,1090.61,198,21
1996,1091.53,199,21
1997,1092.46,199,21
1998,1093.38,200,21
1999,1094.31,200,21
2000,1095.24,201,21
2001,1096.18,201,21
2002,1097.11,201,21
2003,1098.05,202,21
2004,1098.99,202,21
2005,1099.93,203,21
2006,1100.87,203,21
2007,1101.82,204,21
2008,1102.77,204,21
2009,1103.72,205,21
2010,1104.67,205,21
2011,1105.62,206,21
2012,1106.58,207,21
2013,1107.55,207,21
2014,1108.51,207,21
2015,1109.47,207,21
2016,1110.43,208,21
2017,1111.40,208,21
2018,1112.37,209,21
2019,1113.34,209,21
2020,1114.32,210,21
2021,1115.29,211,21
2022,1116.27,211,21
2023,1117.26,212,21
2024,1118.24,212,21
2025,1119.23,213,21
2026,1120.22,213,21
2027,1121.21,214,21
2028,1122.21,214,21
2029,1123.20,215,21
2030,1124.20,215,21
2031,1125.20,215,21
2032,1126.20,216,21
2033,1127.21,216,21
2034,1128.21,217,21
2035,1129.22,217,21
2036,1130.23,218,21
2037,1131.25,218,21
2038,1132.26,219,21
2039,1133.28,220,21
2040,1134.31,220,21
2041,1135.33,220,21
2042,1136.35,220,21
2043,1137.37,221,21
2044,1138.40,221,21
2045,1139.43,222,21
2046,1140.46,222,21
2047,1141.50,223,21
2048,1142.54,224,21
2049,1143.58,224,21
2050,1144.62,224,21
2051,1145.66,224,21
2052,1146.70,225,21
2053,1147.75,225,21
2054,1148.80,226,21
2055,1149.85,226,21
2056,1150.90,227,21
2057,1151.96,228,21
2058,1153.02,228,21
2059,1154.08,228,21
2060,1155.14,228,21
2061,1156.20,229,21
2062,1157.26,229,21
2063,1158.33,230,21
2064,1159.40,230,21
2065,1160.47,231,21
2066,1161.54,231,21
2067,1162.62,231,21
2068,1163.69,232,21
2069,1164.77,232,21
2070,1165.85,233,21
2071,1166.93,233,21
2072,1168.02,234,21
2073,1169.11,234,21
2074,1170.19,234,21
2075,1171.28,235,21
2076,1172.38,235,21
2077,1173.47,236,21
2078,1174.57,236,21
2079,1175.66,236,21
2080,1176.76,236,21
2081,1177.86,237,21
2082,1178.96,237,21
2083,1180.07,238,21
2084,1181.17,238,21
2085,1182.28,238,21
2086,1183.39,239,21
2087,1184.50,239,21
2088,1185.61,240,21
2089,1186.73,240,21
2090,1187.84,241,21
2091,1188.96,241,21
2092,1190.08,241,21
2093,1191.21,242,21
2094,1192.33,242,21
2095,1193.46,242,21
2096,1194.58,242,21
2097,1195.71,243,21
2098,1196.84,243,21
2099,1197.97,244,21
2100,1199.10,244,21
2101,1200.24,244,21
2102,1201.37,245,21
2103,1202.51,245,21
2104,1203.65,246,21
2105,1204.80,246,21
2106,1205.94,246,21
2107,1207.08,246,21
2108,1208.23,247,21
2109,1209.38,247,21
2110,1210.52,247,21
2111,1211.67,248,21
2112,1212.83,248,21
2113,1213.98,249,21
2114,1215.14,249,21
2115,1216.30,249,21
2116,1217.45,249,21
2117,1218.61,250,21
2118,1219.78,250,21
2119,1220.94,250,21
2120,1222.10,251,21
2121,1223.27,251,21
2122,1224.44,252,21
2123,1225.61,252,21
2124,1226.78,252,21
2125,1227.95,252,21
2126,1229.12,253,21
2127,1230.30,253,21
2128,1231.48,253,21
2129,1232.65,254,21
2130,1233.83,254,21
2131,1235.01,254,21
2132,1236.20,254,21
2133,1237.38,255,21
2134,1238.56,255,21
2135,1239.75,255,21
2136,1240.93,255,21
2137,1242.12,256,21
2138,1243.31,257,21
2139,1244.51,257,21
2140,1245.70,257,21
2141,1246.90,257,21
2142,1248.09,258,21
2143,1249.29,258,21
2144,1250.49,258,21
2145,1251.69,258,21
2146,1252.89,259,21
2147,1254.10,259,21
2148,1255.30,259,21
2149,1256.50,259,21
2150,1257.71,259,21
2151,1258.91,260,21
2152,1260.12,260,21
2153,1261.33,260,21
2154,1262.54,260,21
2155,1263.75,261,21
2156,1264.96,261,21
2157,1266.18,261,21
2158,1267.39,262,21
2159,1268.61,262,21
2160,1269.83,263,21
2161,1271.05,263,21
2162,1272.27,263,21
2163,1273.50,263,21
2164,1274.72,263,21
2165,1275.94,264,21
2166,1277.17,264,21
2167,1278.40,264,21
2168,1279.62,264,21
2169,1280.85,265,21
2170,1282.08,265,21
2171,1283.32,265,21
2172,1284.55,265,21
2173,1285.78,266,21
2174,1287.02,266,21
2175,1288.25,266,21
2176,1289.49,267,21
2177,1290.73,267,21
2178,1291.97,267,21
2179,1293.21,267,21
2180,1294.46,267,21
2181,1295.70,267,21
2182,1296.94,268,21
2183,1298.19,268,21
2184,1299.43,268,21
2185,1300.68,268,21
2186,1301.92,269,21
2187,1303.17,269,21
2188,1304.43,269,21
2189,1305.68,269,21
2190,1306.93,270,21
2191,1308.18,270,21
2192,1309.44,270,21
2193,1310.69,270,21
2194,1311.95,270,21
2195,1313.20,271,21
2196,1314.46,271,21
2197,1315.72,271,21
2198,1316.98,271,21
2199,1318.24,271,21
2200,1319.50,271,21
2201,1320.76,271,21
2202,1322.02,272,21
2203,1323.29,272,21
2204,1324.55,272,21
2205,1325.82,272,21
2206,1327.08,273,21
2207,1328.35,273,21
2208,1329.62,273,21
2209,1330.89,273,21
2210,1332.16,273,21
2211,1333.43,273,21
2212,1334.70,273,21
2213,1335.96,272,21
2214,1337.23,272,21
2215,1338.49,271,21
2216,1339.75,271,21
2217,1341.00,269,21
2218,1342.25,268,21
2219,1343.50,268,21
2220,1344.74,267,21
2221,1345.98,267,21
2222,1347.22,265,21
2223,1348.45,265,21
2224,1349.68,264,21
2225,1350.90,264,21
2226,1352.13,262,21
2227,1353.34,260,21
2228,1354.55,260,21
2229,1355.75,258,21
2230,1356.95,258,21
2231,1358.15,257,21
2232,1359.34,257,21
2233,1360.53,255,21
2234,1361.72,255,21
2235,1362.90,254,21
2236,1364.08,253,21
2237,1365.25,253,21
2238,1366.43,252,21
2239,1367.60,252,21
2240,1368.76,250,21
2241,1369.93,250,21
2242,1371.08,248,21
2243,1372.24,248,21
2244,1373.38,246,21
2245,1374.53,245,21
2246,1375.66,245,21
2247,1376.80,243,21
2248,1377.93,243,21
2249,1379.05,241,21
2250,1380.17,241,21
2251,1381.29,240,21
2252,1382.41,240,21
2253,1383.52,239,21
2254,1384.62,237,21
2255,1385.73,237,21
2256,1386.83,236,21
2257,1387.92,236,21
2258,1389.01,234,21
2259,1390.10,234,21
2260,1391.19,233,21
2261,1392.27,233,21
2262,1393.35,231,21
2263,1394.42,229,21
2264,1395.48,229,21
2265,1396.54,227,21
2266,1397.60,227,21
2267,1398.65,226,21
2268,1399.70,226,21
2269,1400.75,224,21
2270,1401.79,224,21
2271,1402.82,222,21
2272,1403.85,220,21
2273,1404.87,220,21
2274,1405.89,219,21
2275,1406.91,219,21
2276,1407.92,217,21
2277,1408.93,217,21
2278,1409.94,216,21
2279,1410.94,216,21
2280,1411.94,214,21
2281,1412.93,212,21
2282,1413.92,212,21
2283,1414.90,211,21
2284,1415.88,211,21
2285,1416.86,209,21
2286,1417.83,209,21
2287,1418.80,208,21
2288,1419.76,208,21
2289,1420.73,206,21
2290,1421.68,204,21
2291,1422.63,204,21
2292,1423.57,202,21
2293,1424.51,202,21
2294,1425.44,200,21
2295,1426.37,200,21
2296,1427.30,199,21
2297,1428.22,199,21
2298,1429.14,197,21
2299,1430.06,196,21
2300,1430.97,196,21
2301,1431.87,194,21
2302,1432.78,194,21
2303,1433.68,193,21
2304,1434.57,193,21
2305,1435.47,191,21
2306,1436.35,191,21
2307,1437.24,190,21
2308,1438.12,189,21
2309,1439.00,189,21
2310,1439.87,187,21
2311,1440.74,187,21
2312,1441.61,186,21
2313,1442.47,186,21
2314,1443.33,184,21
2315,1444.19,184,21
2316,1445.04,183,21
2317,1445.89,181,21
2318,1446.73,181,21
2319,1447.57,180,21
2320,1448.40,180,21
2321,1449.23,178,21
2322,1450.06,178,21
2323,1450.89,177,21
2324,1451.71,177,21
2325,1452.53,175,21
2326,1453.34,174,21
2327,1454.15,174,21
2328,1454.95,172,21
2329,1455.75,172,21
2330,1456.55,171,21
2331,1457.34,171,21
2332,1458.13,170,21
2333,1458.92,170,21
2334,1459.71,168,21
2335,1460.49,167,21
2336,1461.26,167,21
2337,1462.04,165,21
2338,1462.80,165,21
2339,1463.57,164,21
2340,1464.33,164,21
2341,1465.09,162,21
2342,1465.84,162,21
2343,1466.59,161,21
2344,1467.34,160,21
2345,1468.08,160,21
2346,1468.82,158,21
2347,1469.55,158,21
2348,1470.29,157,21
2349,1471.02,157,21
2350,1471.74,155,21
2351,1472.46,155,21
2352,1473.18,154,21
2353,1473.89,153,21
2354,1474.60,153,21
2355,1475.31,151,21
2356,1476.01,151,21
2357,1476.71,150,21
2358,1477.41,150,21
2359,1478.10,149,21
2360,1478.80,149,21
2361,1479.48,147,21
2362,1480.16,146,21
2363,1480.84,146,21
2364,1481.52,144,21
2365,1482.19,144,21
2366,1482.85,143,21
2367,1483.52,143,21
2368,1484.18,142,21
2369,1484.84,142,21
2370,1485.49,140,21
2371,1486.14,139,21
2372,1486.79,139,21
2373,1487.43,137,21
2374,1488.07,137,21
2375,1488.70,136,21
2376,1489.33,136,21
2377,1489.96,135,21
2378,1490.59,135,21
2379,1491.21,133,21
2380,1491.83,132,21
2381,1492.44,132,21
2382,1493.05,130,21
2383,1493.66,130,21
2384,1494.26,129,21
2385,1494.86,129,21
2386,1495.45,127,21
2387,1496.04,127,21
2388,1496.63,126,21
2389,1497.21,124,21
2390,1497.79,124,21
2391,1498.36,123,21
2392,1498.93,123,21
2393,1499.50,121,21
2394,1500.06,121,21
2395,1500.62,120,21
2396,1501.18,120,21
2397,1501.73,118,21
2398,1502.28,116,21
2399,1502.82,116,21
2400,1503.35,115,21
2401,1503.89,115,21
2402,1504.42,113,21
2403,1504.94,113,21
2404,1505.47,112,21
2405,1505.99,112,21
2406,1506.50,110,21
2407,1507.01,109,21
2408,1507.52,109,21
2409,1508.02,107,21
2410,1508.52,107,21
2411,1509.01,106,21
2412,1509.50,106,21
2413,1509.99,104,21
2414,1510.48,104,21
2415,1510.96,103,21
2416,1511.43,101,21
2417,1511.90,101,21
2418,1512.37,100,21
2419,1512.83,100,21
2420,1513.29,98,21
2421,1513.75,98,21
2422,1514.20,97,21
2423,1514.65,97,21
2424,1515.10,95,21
2425,1515.54,94,21
2426,1515.97,94,21
2427,1516.41,92,21
2428,1516.83,92,21
2429,1517.26,91,21
2430,1517.68,91,21
2431,1518.10,89,21
2432,1518.51,89,21
2433,1518.93,88,21
2434,1519.33,86,21
2435,1519.73,86,21
2436,1520.13,85,21
2437,1520.52,85,21
2438,1520.91,84,21
2439,1521.30,84,21
2440,1521.69,82,21
2441,1522.07,82,21
2442,1522.45,81,21
2443,1522.82,80,21
2444,1523.20,80,21
2445,1523.57,79,21
2446,1523.93,79,21
2447,1524.30,77,21
2448,1524.65,77,21
2449,1525.01,76,21
2450,1525.36,75,21
2451,1525.71,74,21
2452,1526.05,74,21
2453,1526.39,73,21
2454,1526.73,73,21
2455,1527.07,72,21
2456,1527.40,72,21
2457,1527.73,71,21
2458,1528.06,71,21
2459,1528.39,70,21
2460,1528.72,69,21
2461,1529.04,69,21
2462,1529.35,68,21
2463,1529.67,68,21
2464,1529.98,67,21
2465,1530.30,67,21
2466,1530.60,66,21
2467,1530.91,66,21
2468,1531.22,65,21
2469,1531.52,64,21
2470,1531.81,64,21
2471,1532.11,64,21
2472,1532.41,64,21
2473,1532.70,63,21
2474,1533.00,63,21
2475,1533.29,63,21
2476,1533.58,63,21
2477,1533.87,62,21
2478,1534.16,62,21
2479,1534.45,62,21
2480,1534.73,61,21
2481,1535.02,61,21
2482,1535.30,61,21
2483,1535.58,61,21
2484,1535.87,61,21
2485,1536.15,61,21
2486,1536.43,60,21
2487,1536.71,60,21
2488,1536.99,60,21
2489,1537.27,60,21
2490,1537.55,60,21
2491,1537.83,60,21
2492,1538.11,60,21
2493,1538.38,59,21
2494,1538.66,59,21
2495,1538.93,59,21
2496,1539.21,59,21
2497,1539.48,59,21
2498,1539.75,59,21
2499,1540.03,59,21
2500,1540.30,58,21
2501,1540.57,58,21
2502,1540.84,58,21
2503,1541.11,58,21
2504,1541.38,58,21
2505,1541.65,58,21
2506,1541.92,58,21
2507,1542.19,58,21
2508,1542.46,58,21
2509,1542.73,58,21
2510,1543.00,58,21
2511,1543.26,58,21
2512,1543.53,58,21
2513,1543.80,58,21
2514,1544.07,58,21
2515,1544.34,58,21
2516,1544.61,58,21
2517,1544.88,58,21
2518,1545.15,57,21
2519,1545.41,57,21
2520,1545.68,57,21
2521,1545.94,57,21
2522,1546.21,57,21
2523,1546.47,57,21
2524,1546.74,57,21
2525,1547.00,56,21
2526,1547.26,56,21
2527,1547.52,56,21
2528,1547.78,56,21
2529,1548.04,56,21
2530,1548.30,56,21
2531,1548.56,55,21
2532,1548.82,55,21
2533,1549.07,55,21
2534,1549.33,55,21
2535,1549.58,55,21
2536,1549.84,55,21
2537,1550.09,55,21
2538,1550.35,54,21
2539,1550.60,54,21
2540,1550.85,54,21
2541,1551.10,54,21
2542,1551.35,54,21
2543,1551.60,54,21
2544,1551.85,54,21
2545,1552.10,53,21
2546,1552.35,53,21
2547,1552.60,53,21
2548,1552.84,53,21
2549,1553.09,53,21
2550,1553.33,52,21
2551,1553.57,52,21
2552,1553.82,52,21
2553,1554.06,52,21
2554,1554.30,52,21
2555,1554.54,52,21
2556,1554.78,52,21
2557,1555.02,52,21
2558,1555.27,52,21
2559,1555.51,52,21
2560,1555.75,52,21
2561,1555.99,52,21
2562,1556.23,52,21
2563,1556.47,52,21
2564,1556.72,52,21
2565,1556.96,53,21
2566,1557.21,53,21
2567,1557.45,53,21
2568,1557.70,54,21
2569,1557.95,54,21
2570,1558.20,54,21
2571,1558.45,54,21
2572,1558.70,54,21
2573,1558.96,54,21
2574,1559.21,55,21
2575,1559.46,55,21
2576,1559.72,55,21
2577,1559.98,55,21
2578,1560.23,56,21
2579,1560.49,56,21
2580,1560.75,56,21
2581,1561.02,57,21
2582,1561.28,57,21
2583,1561.55,57,21
2584,1561.81,57,21
2585,1562.08,58,21
2586,1562.35,58,21
2587,1562.62,58,21
2588,1562.89,59,21
2589,1563.16,59,21
2590,1563.44,59,21
2591,1563.71,59,21
2592,1563.99,60,21
2593,1564.27,60,21
2594,1564.55,61,21
2595,1564.83,61,21
2596,1565.12,61,21
2597,1565.40,62,21
2598,1565.69,62,21
2599,1565.98,63,21
2600,1566.27,63,21
2601,1566.57,64,21
2602,1566.87,64,21
2603,1567.17,65,21
2604,1567.47,65,21
2605,1567.77,65,21
2606,1568.07,66,21
2607,1568.38,66,21
2608,1568.69,67,21
2609,1569.00,67,21
2610,1569.31,68,21
2611,1569.63,68,21
2612,1569.95,69,21
2613,1570.27,70,21
2614,1570.60,70,21
2615,1570.93,71,21
2616,1571.26,71,21
2617,1571.59,72,21
2618,1571.92,72,21
2619,1572.26,73,21
2620,1572.60,73,21
2621,1572.94,74,21
2622,1573.29,75,21
2623,1573.63,75,21
2624,1573.99,77,21
2625,1574.35,77,21
2626,1574.71,78,21
2627,1575.07,78,21
2628,1575.43,79,21
2629,1575.80,79,21
2630,1576.17,80,21
2631,1576.54,81,21
2632,1576.92,81,21
2633,1577.30,82,21
2634,1577.68,82,21
2635,1578.06,83,21
2636,1578.45,83,21
2637,1578.84,84,21
2638,1579.23,84,21
2639,1579.62,85,21
2640,1580.02,86,21
2641,1580.42,86,21
2642,1580.82,87,21
2643,1581.22,87,21
2644,1581.63,88,21
2645,1582.04,88,21
2646,1582.45,89,21
2647,1582.87,89,21
2648,1583.28,90,21
2649,1583.70,91,21
2650,1584.12,91,21
2651,1584.55,92,21
2652,1584.98,92,21
2653,1585.41,93,21
2654,1585.84,93,21
2655,1586.28,95,21
2656,1586.72,95,21
2657,1587.16,96,21
2658,1587.61,96,21
2659,1588.06,97,21
2660,1588.51,98,21
2661,1588.97,98,21
2662,1589.42,99,21
2663,1589.88,99,21
2664,1590.35,100,21
2665,1590.81,100,21
2666,1591.28,101,21
2667,1591.75,101,21
2668,1592.22,102,21
2669,1592.70,104,21
2670,1593.18,104,21
2671,1593.67,105,21
2672,1594.15,105,21
2673,1594.64,106,21
2674,1595.14,106,21
2675,1595.63,107,21
2676,1596.13,107,21
2677,1596.63,108,21
2678,1597.13,109,21
2679,1597.64,109,21
2680,1598.15,110,21
2681,1598.66,110,21
2682,1599.17,111,21
2683,1599.69,111,21
2684,1600.21,112,21
2685,1600.73,114,21
2686,1601.26,114,21
2687,1601.79,115,21
2688,1602.33,115,21
2689,1602.87,116,21
2690,1603.41,116,21
2691,1603.95,117,21
2692,1604.49,117,21
2693,1605.04,118,21
2694,1605.59,118,21
2695,1606.14,119,21
2696,1606.69,120,21
2697,1607.25,120,21
2698,1607.81,121,21
2699,1608.37,121,21
2700,1608.94,122,21
2701,1609.50,122,21
2702,1610.07,123,21
2703,1610.64,123,21
2704,1611.22,124,21
2705,1611.80,125,21
2706,1612.38,125,21
2707,1612.96,127,21
2708,1613.55,127,21
2709,1614.15,128,21
2710,1614.74,128,21
2711,1615.34,129,21
2712,1615.94,130,21
2713,1616.55,132,21
2714,1617.16,132,21
2715,1617.78,133,21
2716,1618.40,133,21
2717,1619.02,134,21
2718,1619.64,134,21
2719,1620.26,135,21
2720,1620.89,136,21
2721,1621.53,136,21
2722,1622.16,137,21
2723,1622.80,137,21
2724,1623.44,138,21
2725,1624.08,138,21
2726,1624.72,139,21
2727,1625.37,139,21
2728,1626.02,141,21
2729,1626.67,141,21
2730,1627.33,142,21
2731,1627.99,143,21
2732,1628.66,143,21
2733,1629.33,144,21
2734,1629.99,144,21
2735,1630.67,145,21
2736,1631.34,145,21
2737,1632.02,146,21
2738,1632.70,147,21
2739,1633.38,147,21
2740,1634.07,148,21
2741,1634.75,148,21
2742,1635.45,150,21
2743,1636.14,150,21
2744,1636.84,151,21
2745,1637.54,151,21
2746,1638.25,152,21
2747,1638.96,152,21
2748,1639.66,153,21
2749,1640.38,154,21
2750,1641.09,154,21
2751,1641.81,155,21
2752,1642.53,156,21
2753,1643.26,156,21
2754,1643.99,157,21
2755,1644.72,157,21
2756,1645.45,157,21
2757,1646.18,158,21
2758,1646.91,158,21
2759,1647.65,160,21
2760,1648.39,160,21
2761,1649.14,161,21
2762,1649.89,161,21
2763,1650.64,162,21
2764,1651.39,162,21
2765,1652.15,163,21
2766,1652.91,164,21
2767,1653.67,164,21
2768,1654.43,164,21
2769,1655.19,164,21
2770,1655.96,165,21
2771,1656.73,165,21
2772,1657.49,166,21
2773,1658.27,167,21
2774,1659.04,167,21
2775,1659.82,168,21
2776,1660.60,168,21
2777,1661.39,169,21
2778,1662.17,169,21
2779,1662.96,170,21
2780,1663.75,170,21
2781,1664.54,171,21
2782,1665.34,172,21
2783,1666.14,172,21
2784,1666.94,173,21
2785,1667.75,173,21
2786,1668.55,174,21
2787,1669.36,174,21
2788,1670.17,175,21
2789,1670.98,175,21
2790,1671.80,177,21
2791,1672.63,178,21
2792,1673.45,178,21
2793,1674.28,179,21
2794,1675.12,179,21
2795,1675.95,180,21
2796,1676.79,180,21
2797,1677.63,181,21
2798,1678.47,181,21
2799,1679.31,182,21
2800,1680.16,183,21
2801,1681.01,183,21
2802,1681.86,184,21
2803,1682.72,184,21
2804,1683.57,185,21
2805,1684.43,185,21
2806,1685.30,186,21
2807,1686.16,186,21
2808,1687.03,187,21
2809,1687.90,188,21
2810,1688.77,188,21
2811,1689.65,189,21
2812,1690.53,189,21
2813,1691.41,190,21
2814,1692.29,190,21
2815,1693.18,191,21
2816,1694.06,191,21
2817,1694.95,192,21
2818,1695.85,192,21
